student_id,Gender,english,maths,science,history,Geography,average
Stud10957,M,83,94,50,93,66,77.2
Stud10958,F,83,44,90,39,46,60.4
Stud10959,F,56,44,93,95,74,72.4
Stud10960,F,52,98,53,68,87,71.6
Stud10961,M,74,42,44,77,49,57.2
Stud10962,F,65,54,59,73,51,60.4
Stud10963,M,86,45,70,37,77,63.0
Stud10964,F,55,91,38,74,65,64.6
Stud10965,F,60,62,72,36,88,63.6
Stud10966,M,58,49,94,93,56,70.0
Stud10967,M,96,80,93,57,59,77.0
Stud10968,F,74,85,42,60,43,60.8
Stud10969,F,99,40,42,39,85,61.0
Stud10970,M,51,94,80,74,98,79.4
Stud10971,F,87,44,98,60,54,68.6
Stud10972,M,42,64,62,96,59,64.6
Stud10973,F,36,78,68,67,80,65.8
Stud10974,M,94,73,59,62,75,72.6
Stud10975,M,68,89,71,72,90,78.0
Stud10976,M,99,75,87,70,59,78.0
Stud10977,F,73,55,36,43,79,57.2
Stud10978,M,59,73,75,58,86,70.2
Stud10979,M,79,59,64,63,65,66.0
Stud10980,F,85,77,37,72,86,71.4
Stud10981,F,86,73,39,64,84,69.2
Stud10982,F,90,93,78,52,71,76.8
Stud10983,M,71,39,87,52,53,60.4
Stud10984,M,51,83,87,37,67,65.0
Stud10985,M,98,78,66,80,61,76.6
Stud10986,M,56,62,81,74,41,62.8
Stud10987,M,37,93,69,96,46,68.2
Stud10988,M,73,96,75,77,93,82.8
Stud10989,M,60,98,65,74,63,72.0
Stud10990,F,38,81,50,43,36,49.6
Stud10991,M,86,49,53,88,47,64.6
Stud10992,M,39,57,89,44,99,65.6
Stud10993,F,53,95,72,58,73,70.2
Stud10994,F,91,47,61,44,36,55.8
Stud10995,F,55,36,54,47,58,50.0
Stud10996,M,78,60,43,88,49,63.6
Stud10997,F,37,64,96,35,45,55.4
Stud10998,M,97,90,96,36,59,75.6
Stud10999,M,45,52,64,86,97,68.8
Stud11000,M,38,44,51,54,70,51.4
Stud11001,F,98,72,36,42,70,63.6
Stud11002,F,76,72,37,64,42,58.2
Stud11003,F,93,46,97,94,45,75.0
Stud11004,F,87,75,64,94,49,73.8
Stud11005,M,39,49,45,80,99,62.4
Stud11006,F,79,53,43,54,96,65.0
Stud11007,M,87,55,49,69,48,61.6
Stud11008,M,97,63,90,36,79,73.0
Stud11009,M,94,60,90,45,95,76.8
Stud11010,M,96,90,97,39,59,76.2
Stud11011,F,50,95,99,77,42,72.6
Stud11012,F,93,91,37,69,73,72.6
Stud11013,F,68,57,95,42,94,71.2
Stud11014,M,60,95,87,75,61,75.6
Stud11015,F,68,44,66,56,53,57.4
Stud11016,M,88,82,60,39,85,70.8
Stud11017,F,97,68,79,40,67,70.2
Stud11018,F,97,82,63,60,84,77.2
Stud11019,F,99,79,86,81,98,88.6
Stud11020,M,93,49,45,61,72,64.0
Stud11021,F,62,71,92,53,73,70.2
Stud11022,F,47,41,44,68,73,54.6
Stud11023,M,38,78,75,37,70,59.6
Stud11024,M,36,52,98,35,85,61.2
Stud11025,M,96,99,74,39,85,78.6
Stud11026,F,48,45,39,69,84,57.0
Stud11027,F,59,54,89,41,72,63.0
Stud11028,M,89,75,99,59,69,78.2
Stud11029,M,68,97,90,94,61,82.0
Stud11030,M,71,89,65,64,40,65.8
Stud11031,F,87,77,98,89,68,83.8
Stud11032,M,93,51,88,42,94,73.6
Stud11033,F,48,83,73,47,88,67.8
Stud11034,F,84,79,87,38,52,68.0
Stud11035,M,69,47,92,97,82,77.4
Stud11036,M,51,38,56,69,93,61.4
Stud11037,M,71,78,64,63,77,70.6
Stud11038,M,88,74,45,44,93,68.8
Stud11039,M,59,91,39,94,62,69.0
Stud11040,F,76,81,75,83,98,82.6
Stud11041,F,58,92,54,69,94,73.4
Stud11042,F,77,45,98,89,99,81.6
Stud11043,M,61,81,77,95,60,74.8
Stud11044,F,61,74,76,92,46,69.8
Stud11045,M,48,88,62,93,37,65.6
Stud11046,F,72,52,75,53,74,65.2
Stud11047,F,41,43,86,98,57,65.0
Stud11048,M,50,35,97,47,63,58.4
Stud11049,F,46,82,44,56,72,60.0
Stud11050,F,99,89,41,94,37,72.0
Stud11051,F,43,68,51,73,99,66.8
Stud11052,F,55,38,36,92,79,60.0
Stud11053,M,63,77,71,56,58,65.0
Stud11054,F,35,43,97,81,98,70.8
Stud11055,M,88,71,83,92,49,76.6
Stud11056,F,52,95,53,67,86,70.6
Stud11057,F,66,84,68,41,99,71.6
Stud11058,M,93,77,68,50,46,66.8
Stud11059,M,97,62,91,52,37,67.8
Stud11060,M,52,91,50,77,99,73.8
Stud11061,M,55,43,82,90,50,64.0
Stud11062,M,84,70,55,60,44,62.6
Stud11063,M,41,95,94,55,48,66.6
Stud11064,M,99,89,48,90,93,83.8
Stud11065,M,35,37,44,47,99,52.4
Stud11066,M,39,48,49,90,64,58.0
Stud11067,M,67,54,66,86,47,64.0
Stud11068,F,60,79,43,51,46,55.8
Stud11069,M,62,78,50,95,51,67.2
Stud11070,M,91,87,90,53,95,83.2
Stud11071,F,91,94,72,62,54,74.6
Stud11072,M,42,84,41,64,62,58.6
Stud11073,M,72,80,97,57,86,78.4
Stud11074,M,49,57,38,41,53,47.6
Stud11075,M,96,61,76,40,92,73.0
Stud11076,M,83,51,49,87,53,64.6
Stud11077,M,55,56,97,92,73,74.6
Stud11078,F,40,75,41,89,97,68.4
Stud11079,F,41,93,86,36,73,65.8
Stud11080,F,35,46,61,67,39,49.6
Stud11081,F,61,50,46,48,59,52.8
Stud11082,M,83,52,99,54,98,77.2
Stud11083,F,96,68,46,65,83,71.6
Stud11084,F,89,93,94,49,84,81.8
Stud11085,F,58,77,70,64,85,70.8
Stud11086,M,97,78,69,60,72,75.2
Stud11087,F,55,89,41,48,59,58.4
Stud11088,F,45,49,37,60,66,51.4
Stud11089,M,81,35,87,47,45,59.0
Stud11090,F,50,80,87,36,35,57.6
Stud11091,M,53,55,52,90,83,66.6
Stud11092,M,45,81,74,76,67,68.6
Stud11093,M,95,78,52,97,64,77.2
Stud11094,F,59,94,99,86,75,82.6
Stud11095,M,90,45,77,86,56,70.8
Stud11096,F,83,68,77,80,57,73.0
Stud11097,M,75,42,52,67,79,63.0
Stud11098,F,68,77,50,65,90,70.0
Stud11099,M,47,59,44,54,40,48.8
Stud11100,F,89,84,36,68,49,65.2
Stud11101,F,75,76,47,48,88,66.8
Stud11102,F,50,68,36,89,85,65.6
Stud11103,F,42,36,56,66,88,57.6
Stud11104,F,93,85,82,47,37,68.8
Stud11105,M,81,50,89,39,98,71.4
Stud11106,M,89,74,98,81,46,77.6
Stud11107,M,65,76,85,45,84,71.0
Stud11108,F,59,52,90,77,53,66.2
Stud11109,M,85,49,72,53,79,67.6
Stud11110,F,58,87,90,99,46,76.0
Stud11111,M,45,88,53,87,80,70.6
Stud11112,F,84,82,92,90,63,82.2
Stud11113,M,48,39,57,83,96,64.6
Stud11114,F,50,97,42,74,43,61.2
Stud11115,F,82,67,51,92,68,72.0
Stud11116,F,85,83,38,62,63,66.2
Stud11117,F,77,42,35,43,63,52.0
Stud11118,M,68,61,36,80,39,56.8
Stud11119,M,86,98,36,37,51,61.6
Stud11120,M,63,95,37,35,62,58.4
Stud11121,M,41,85,98,57,83,72.8
Stud11122,F,68,95,56,80,60,71.8
Stud11123,F,37,68,79,59,95,67.6
Stud11124,M,80,64,69,54,71,67.6
Stud11125,F,79,92,54,66,78,73.8
Stud11126,M,67,41,94,37,79,63.6
Stud11127,M,82,75,70,41,68,67.2
Stud11128,F,59,37,47,68,64,55.0
Stud11129,F,58,73,35,37,41,48.8
Stud11130,F,91,88,92,98,46,83.0
Stud11131,M,61,76,73,53,98,72.2
Stud11132,F,57,90,84,51,76,71.6
Stud11133,M,99,77,42,85,39,68.4
Stud11134,F,37,80,59,60,76,62.4
Stud11135,F,67,54,35,70,43,53.8
Stud11136,M,44,57,91,98,55,69.0
Stud11137,F,65,98,93,43,46,69.0
Stud11138,F,40,88,64,68,50,62.0
Stud11139,F,72,41,86,35,91,65.0
Stud11140,M,45,42,90,37,85,59.8
Stud11141,F,71,42,51,90,75,65.8
Stud11142,M,60,63,52,71,58,60.8
Stud11143,M,43,57,36,63,72,54.2
Stud11144,F,40,44,98,64,93,67.8
Stud11145,F,91,79,83,89,82,84.8
Stud11146,F,47,63,97,36,69,62.4
Stud11147,F,97,63,41,93,55,69.8
Stud11148,F,69,99,38,88,54,69.6
Stud11149,F,42,81,69,75,56,64.6
Stud11150,M,82,74,73,78,72,75.8
Stud11151,M,81,49,36,58,61,57.0
Stud11152,M,46,39,37,85,50,51.4
Stud11153,F,47,96,53,66,69,66.2
Stud11154,M,58,54,82,36,85,63.0
Stud11155,M,57,42,91,50,63,60.6
Stud11156,F,39,46,79,43,94,60.2
Stud11157,M,78,85,82,63,57,73.0
Stud11158,F,38,83,94,72,91,75.6
Stud11159,F,99,89,57,75,45,73.0
Stud11160,F,65,87,59,67,95,74.6
Stud11161,M,83,95,54,91,52,75.0
Stud11162,M,86,84,94,44,97,81.0
Stud11163,M,71,40,84,42,75,62.4
Stud11164,M,99,48,72,71,89,75.8
Stud11165,M,37,99,40,90,91,71.4
Stud11166,M,51,82,70,89,90,76.4
Stud11167,F,86,87,74,92,63,80.4
Stud11168,M,43,98,99,80,35,71.0
Stud11169,M,46,55,37,99,35,54.4
Stud11170,M,81,80,46,64,44,63.0
Stud11171,F,62,91,63,72,78,73.2
Stud11172,F,77,93,40,37,80,65.4
Stud11173,M,89,47,81,76,36,65.8
Stud11174,F,82,95,43,66,84,74.0
Stud11175,M,59,65,82,68,77,70.2
Stud11176,M,48,63,46,75,74,61.2
Stud11177,F,60,58,88,75,74,71.0
Stud11178,M,63,97,61,64,36,64.2
Stud11179,F,73,38,97,78,86,74.4
Stud11180,F,42,92,61,99,75,73.8
Stud11181,M,97,77,57,43,71,69.0
Stud11182,M,60,36,84,81,37,59.6
Stud11183,M,91,68,58,78,81,75.2
Stud11184,F,91,61,93,52,64,72.2
Stud11185,M,49,36,51,59,73,53.6
Stud11186,F,93,86,77,71,82,81.8
Stud11187,M,44,97,63,39,51,58.8
Stud11188,M,47,77,36,82,43,57.0
Stud11189,M,73,67,60,85,51,67.2
Stud11190,M,63,75,64,57,61,64.0
Stud11191,F,68,35,88,83,60,66.8
Stud11192,F,97,62,51,50,48,61.6
Stud11193,M,68,45,87,49,93,68.4
Stud11194,M,55,36,74,80,50,59.0
Stud11195,M,41,81,78,75,91,73.2
Stud11196,F,81,41,82,69,38,62.2
Stud11197,F,55,48,49,59,72,56.6
Stud11198,M,88,91,87,59,74,79.8
Stud11199,F,82,47,78,70,77,70.8
Stud11200,M,58,76,88,72,92,77.2
Stud11201,F,60,68,79,95,65,73.4
Stud11202,M,55,72,56,35,70,57.6
Stud11203,F,85,50,72,68,54,65.8
Stud11204,F,95,84,72,96,64,82.2
Stud11205,F,52,59,81,36,58,57.2
Stud11206,M,55,77,84,67,56,67.8
Stud11207,F,91,59,43,36,67,59.2
Stud11208,F,87,95,70,62,51,73.0
Stud11209,F,96,49,56,85,42,65.6
Stud11210,M,91,69,37,54,72,64.6
Stud11211,M,49,61,83,96,72,72.2
Stud11212,F,45,69,75,83,44,63.2
Stud11213,M,86,56,62,87,83,74.8
Stud11214,F,84,51,94,68,76,74.6
Stud11215,F,54,83,53,97,90,75.4
Stud11216,F,74,87,99,36,63,71.8
Stud11217,M,35,96,88,78,73,74.0
Stud11218,M,77,64,96,91,95,84.6
Stud11219,M,75,42,99,41,87,68.8
Stud11220,M,51,58,88,84,93,74.8
Stud11221,M,37,88,92,49,66,66.4
Stud11222,M,93,86,98,46,76,79.8
Stud11223,F,67,82,92,99,51,78.2
Stud11224,F,43,51,96,73,58,64.2
Stud11225,F,83,76,43,80,86,73.6
Stud11226,F,42,54,35,39,46,43.2
Stud11227,M,83,61,92,42,69,69.4
Stud11228,M,94,93,52,55,47,68.2
Stud11229,M,70,41,92,78,98,75.8
Stud11230,M,92,42,61,48,69,62.4
Stud11231,M,77,59,88,97,85,81.2
Stud11232,F,36,53,59,48,85,56.2
Stud11233,F,57,88,99,73,86,80.6
Stud11234,M,82,40,81,60,67,66.0
Stud11235,F,70,86,67,78,93,78.8
Stud11236,M,91,43,84,97,67,76.4
Stud11237,M,86,61,69,55,64,67.0
Stud11238,M,38,36,49,87,99,61.8
Stud11239,F,83,94,91,59,86,82.6
Stud11240,F,87,82,42,81,48,68.0
Stud11241,F,54,63,76,35,87,63.0
Stud11242,F,81,46,47,44,94,62.4
Stud11243,F,53,97,44,51,74,63.8
Stud11244,M,93,62,84,55,46,68.0
Stud11245,M,65,39,43,63,96,61.2
Stud11246,F,64,53,68,84,51,64.0
Stud11247,F,68,96,59,73,93,77.8
Stud11248,M,73,89,77,63,98,80.0
Stud11249,M,82,43,40,61,36,52.4
Stud11250,M,54,49,95,81,46,65.0
Stud11251,M,84,41,51,83,87,69.2
Stud11252,M,80,84,76,43,59,68.4
Stud11253,M,73,42,85,59,47,61.2
Stud11254,F,69,49,57,56,94,65.0
Stud11255,F,46,83,93,82,95,79.8
Stud11256,F,97,73,67,45,92,74.8
Stud11257,F,35,36,97,95,38,60.2
Stud11258,F,37,49,88,54,57,57.0
Stud11259,F,56,87,93,80,92,81.6
Stud11260,M,85,64,73,41,91,70.8
Stud11261,F,38,96,57,36,63,58.0
Stud11262,M,99,43,69,79,97,77.4
Stud11263,F,39,57,62,54,78,58.0
Stud11264,F,70,91,67,55,79,72.4
Stud11265,M,63,49,40,37,38,45.4
Stud11266,F,98,97,51,99,56,80.2
Stud11267,F,53,50,79,54,46,56.4
Stud11268,M,88,69,76,40,93,73.2
Stud11269,M,38,84,42,97,65,65.2
Stud11270,M,43,60,35,66,61,53.0
Stud11271,F,93,82,42,37,41,59.0
Stud11272,M,98,64,37,48,63,62.0
Stud11273,F,36,68,90,50,94,67.6
Stud11274,M,80,65,60,78,97,76.0
Stud11275,M,96,75,63,74,64,74.4
Stud11276,M,69,87,63,38,46,60.6
Stud11277,M,43,82,87,62,39,62.6
Stud11278,M,74,55,90,60,83,72.4
Stud11279,F,59,94,61,42,62,63.6
Stud11280,M,78,70,74,46,86,70.8
Stud11281,F,88,36,40,59,91,62.8
Stud11282,M,56,61,53,73,67,62.0
Stud11283,M,91,77,54,82,74,75.6
Stud11284,F,65,47,58,38,89,59.4
Stud11285,M,92,88,96,45,66,77.4
Stud11286,M,48,43,90,91,95,73.4
Stud11287,M,46,67,53,42,64,54.4
Stud11288,M,40,61,87,37,95,64.0
Stud11289,F,84,91,45,64,40,64.8
Stud11290,F,59,90,58,52,49,61.6
Stud11291,M,72,96,98,86,62,82.8
Stud11292,F,85,68,48,73,71,69.0
Stud11293,M,84,41,40,68,83,63.2
Stud11294,M,55,50,86,70,83,68.8
Stud11295,F,53,90,86,64,73,73.2
Stud11296,F,70,68,62,81,76,71.4
Stud11297,M,69,65,63,83,70,70.0
Stud11298,M,69,71,79,95,42,71.2
Stud11299,M,76,91,78,53,43,68.2
Stud11300,M,76,57,71,84,99,77.4
Stud11301,M,84,60,43,72,81,68.0
Stud11302,M,37,75,57,47,49,53.0
Stud11303,M,73,35,75,98,72,70.6
Stud11304,F,57,38,87,50,35,53.4
Stud11305,M,91,93,56,85,99,84.8
Stud11306,F,37,90,55,97,83,72.4
Stud11307,F,73,54,89,64,79,71.8
Stud11308,F,97,56,36,99,60,69.6
Stud11309,M,44,85,73,89,51,68.4
Stud11310,M,61,38,87,44,88,63.6
Stud11311,F,55,48,52,56,45,51.2
Stud11312,F,45,81,63,44,59,58.4
Stud11313,F,84,52,98,41,51,65.2
Stud11314,F,75,64,40,86,52,63.4
Stud11315,M,86,41,36,57,44,52.8
Stud11316,F,52,50,69,51,54,55.2
Stud11317,F,61,85,56,95,46,68.6
Stud11318,M,86,52,80,74,56,69.6
Stud11319,M,60,58,61,86,99,72.8
Stud11320,F,75,71,74,54,38,62.4
Stud11321,M,37,50,65,82,48,56.4
Stud11322,F,65,67,52,95,62,68.2
Stud11323,F,53,60,87,48,59,61.4
Stud11324,F,84,75,99,49,38,69.0
Stud11325,M,79,48,90,56,74,69.4
Stud11326,F,95,89,86,63,83,83.2
Stud11327,M,99,82,71,44,48,68.8
Stud11328,F,84,56,86,97,88,82.2
Stud11329,F,39,43,80,58,49,53.8
Stud11330,M,68,59,49,63,76,63.0
Stud11331,F,63,39,56,60,71,57.8
Stud11332,M,81,45,89,50,56,64.2
Stud11333,F,44,78,66,63,43,58.8
Stud11334,M,44,77,42,59,69,58.2
Stud11335,M,68,82,44,97,54,69.0
Stud11336,M,56,67,74,55,93,69.0
Stud11337,M,87,38,72,77,76,70.0
Stud11338,F,85,95,96,91,74,88.2
Stud11339,M,42,76,45,77,35,55.0
Stud11340,M,87,92,63,56,96,78.8
Stud11341,F,98,72,94,37,90,78.2
Stud11342,F,60,55,96,61,36,61.6
Stud11343,F,68,89,76,70,56,71.8
Stud11344,M,81,78,71,45,49,64.8
Stud11345,M,74,89,51,39,54,61.4
Stud11346,M,91,76,39,55,87,69.6
Stud11347,M,76,79,64,52,60,66.2
Stud11348,M,79,75,80,48,82,72.8
Stud11349,F,91,99,96,84,78,89.6
Stud11350,M,56,51,73,49,75,60.8
Stud11351,F,82,47,95,60,87,74.2
Stud11352,F,98,57,87,64,38,68.8
Stud11353,M,57,58,82,55,71,64.6
Stud11354,F,37,91,98,94,69,77.8
Stud11355,M,50,71,87,73,41,64.4
Stud11356,M,94,56,62,65,84,72.2
Stud11357,F,75,35,76,57,50,58.6
Stud11358,F,52,82,37,47,55,54.6
Stud11359,M,56,94,71,85,95,80.2
Stud11360,F,73,47,84,44,58,61.2
Stud11361,M,97,66,76,35,54,65.6
Stud11362,F,70,43,88,47,62,62.0
Stud11363,F,98,52,79,48,55,66.4
Stud11364,M,99,56,59,48,87,69.8
Stud11365,M,59,96,82,71,83,78.2
Stud11366,F,93,38,46,44,49,54.0
Stud11367,M,85,84,87,57,76,77.8
Stud11368,F,55,92,83,89,86,81.0
Stud11369,M,44,70,58,39,72,56.6
Stud11370,F,90,50,48,57,38,56.6
Stud11371,F,74,77,49,93,45,67.6
Stud11372,F,94,51,71,86,96,79.6
Stud11373,F,59,52,39,44,69,52.6
Stud11374,M,86,58,69,54,46,62.6
Stud11375,F,61,56,36,57,63,54.6
Stud11376,M,50,85,97,62,41,67.0
Stud11377,M,43,90,91,63,79,73.2
Stud11378,F,98,94,82,73,83,86.0
Stud11379,M,56,85,36,91,99,73.4
Stud11380,F,35,72,68,98,43,63.2
Stud11381,M,89,77,59,56,46,65.4
Stud11382,F,92,95,97,43,90,83.4
Stud11383,M,64,78,65,98,91,79.2
Stud11384,F,80,64,76,54,39,62.6
Stud11385,F,50,35,38,91,48,52.4
Stud11386,M,92,62,42,55,80,66.2
Stud11387,M,41,65,80,81,59,65.2
Stud11388,F,79,69,78,81,84,78.2
Stud11389,F,93,78,64,37,79,70.2
Stud11390,F,36,70,41,79,54,56.0
Stud11391,F,50,75,61,42,80,61.6
Stud11392,M,45,85,82,77,93,76.4
Stud11393,F,62,72,74,52,59,63.8
Stud11394,F,82,51,93,68,50,68.8
Stud11395,M,39,98,78,88,43,69.2
Stud11396,M,80,66,62,64,39,62.2
Stud11397,M,51,94,73,59,42,63.8
Stud11398,M,38,69,63,61,86,63.4
Stud11399,M,69,50,46,59,74,59.6
Stud11400,F,61,99,71,51,41,64.6
Stud11401,M,77,66,63,57,37,60.0
Stud11402,M,57,98,68,44,60,65.4
Stud11403,F,68,67,65,76,52,65.6
Stud11404,M,90,62,74,58,38,64.4
Stud11405,F,81,80,97,89,60,81.4
Stud11406,F,96,71,48,40,55,62.0
Stud11407,F,68,37,73,61,98,67.4
Stud11408,F,71,59,74,52,94,70.0
Stud11409,M,54,74,70,35,59,58.4
Stud11410,M,96,47,58,48,37,57.2
Stud11411,F,45,83,86,59,96,73.8
Stud11412,M,39,54,72,71,95,66.2
Stud11413,F,89,60,79,82,87,79.4
Stud11414,M,83,71,84,91,76,81.0
Stud11415,M,45,87,96,48,78,70.8
Stud11416,M,66,81,79,87,56,73.8
Stud11417,M,54,77,88,74,72,73.0
Stud11418,F,99,86,43,45,80,70.6
Stud11419,M,88,67,89,39,81,72.8
Stud11420,F,92,44,37,53,89,63.0
Stud11421,F,92,75,96,69,67,79.8
Stud11422,F,38,91,73,89,92,76.6
Stud11423,M,66,72,80,52,53,64.6
Stud11424,M,99,49,48,36,58,58.0
Stud11425,M,95,68,59,78,61,72.2
Stud11426,F,93,70,64,79,91,79.4
Stud11427,M,45,36,42,83,96,60.4
Stud11428,F,64,41,92,70,44,62.2
Stud11429,M,91,40,72,82,50,67.0
Stud11430,M,57,80,92,97,85,82.2
Stud11431,F,56,86,92,67,47,69.6
Stud11432,M,37,65,54,83,79,63.6
Stud11433,M,69,91,37,55,53,61.0
Stud11434,M,48,42,46,64,93,58.6
Stud11435,M,87,66,65,49,89,71.2
Stud11436,F,35,55,87,52,68,59.4
Stud11437,M,55,97,77,63,98,78.0
Stud11438,M,94,82,37,91,76,76.0
Stud11439,M,55,62,51,49,92,61.8
Stud11440,M,78,64,60,75,68,69.0
Stud11441,M,44,50,76,63,57,58.0
Stud11442,F,62,55,86,65,87,71.0
Stud11443,F,54,98,72,78,95,79.4
Stud11444,M,49,37,86,75,66,62.6
Stud11445,M,72,86,77,49,40,64.8
Stud11446,F,70,68,39,57,94,65.6
Stud11447,F,44,46,99,93,56,67.6
Stud11448,F,97,85,42,99,35,71.6
Stud11449,M,48,38,41,73,62,52.4
Stud11450,F,79,35,92,42,48,59.2
Stud11451,F,63,83,43,92,42,64.6
Stud11452,M,64,41,89,95,77,73.2
Stud11453,M,79,51,47,68,67,62.4
Stud11454,M,43,74,73,62,38,58.0
Stud11455,M,61,64,54,70,81,66.0
Stud11456,F,60,46,38,99,44,57.4
Stud11457,F,72,97,79,41,78,73.4
Stud11458,F,82,50,73,74,75,70.8
Stud11459,F,92,50,72,90,37,68.2
Stud11460,M,92,89,67,75,65,77.6
Stud11461,M,58,56,48,44,62,53.6
Stud11462,F,60,37,47,49,95,57.6
Stud11463,F,79,97,82,42,57,71.4
Stud11464,M,83,54,52,56,67,62.4
Stud11465,M,63,62,65,50,73,62.6
Stud11466,M,66,93,92,54,60,73.0
Stud11467,M,73,89,36,88,83,73.8
Stud11468,F,68,42,62,36,44,50.4
Stud11469,M,81,60,48,59,85,66.6
Stud11470,M,49,47,87,40,50,54.6
Stud11471,M,59,99,79,40,68,69.0
Stud11472,M,42,73,70,62,57,60.8
Stud11473,M,66,95,37,75,40,62.6
Stud11474,F,42,87,45,93,47,62.8
Stud11475,M,97,41,38,85,52,62.6
Stud11476,F,51,92,35,98,39,63.0
Stud11477,F,99,40,76,57,92,72.8
Stud11478,F,36,98,90,64,49,67.4
Stud11479,F,74,44,83,49,67,63.4
Stud11480,M,81,83,57,73,36,66.0
Stud11481,M,37,82,48,75,78,64.0
Stud11482,M,81,90,64,93,77,81.0
Stud11483,M,72,86,45,40,71,62.8
Stud11484,M,51,42,37,56,41,45.4
Stud11485,F,75,95,44,79,57,70.0
Stud11486,F,69,76,57,81,35,63.6
Stud11487,F,94,55,74,85,80,77.6
Stud11488,M,44,64,36,48,38,46.0
Stud11489,M,81,99,82,73,48,76.6
Stud11490,M,63,46,88,71,44,62.4
Stud11491,M,79,73,80,86,83,80.2
Stud11492,M,69,78,92,48,79,73.2
Stud11493,M,67,91,49,57,44,61.6
Stud11494,M,96,73,88,76,53,77.2
Stud11495,M,44,68,55,96,97,72.0
Stud11496,M,67,49,93,85,75,73.8
Stud11497,M,74,42,72,96,69,70.6
Stud11498,M,45,93,61,94,69,72.4
Stud11499,F,73,54,71,92,51,68.2
Stud11500,F,51,94,93,48,46,66.4
Stud11501,F,78,93,95,39,63,73.6
Stud11502,F,67,91,72,95,63,77.6
Stud11503,M,38,68,91,69,88,70.8
Stud11504,M,37,56,69,35,47,48.8
Stud11505,M,90,84,93,81,37,77.0
Stud11506,F,67,93,54,78,49,68.2
Stud11507,M,92,78,73,83,39,73.0
Stud11508,M,54,49,37,65,92,59.4
Stud11509,M,82,38,56,58,86,64.0
Stud11510,M,79,36,98,39,44,59.2
Stud11511,F,42,87,67,74,60,66.0
Stud11512,F,67,94,93,90,38,76.4
Stud11513,M,37,89,54,96,71,69.4
Stud11514,M,80,58,83,61,94,75.2
Stud11515,F,51,89,70,72,91,74.6
Stud11516,F,65,84,88,54,99,78.0
Stud11517,F,77,72,85,92,94,84.0
Stud11518,M,77,91,53,73,95,77.8
Stud11519,M,74,38,71,79,73,67.0
Stud11520,F,87,77,59,49,99,74.2
Stud11521,M,62,67,53,42,65,57.8
Stud11522,F,64,99,62,71,92,77.6
Stud11523,M,77,47,93,39,54,62.0
Stud11524,M,52,38,66,98,37,58.2
Stud11525,M,99,82,37,78,41,67.4
Stud11526,M,88,54,51,80,83,71.2
Stud11527,F,40,38,52,88,69,57.4
Stud11528,M,98,96,90,49,88,84.2
Stud11529,M,58,74,48,41,90,62.2
Stud11530,F,88,74,95,85,36,75.6
Stud11531,M,98,40,77,54,70,67.8
Stud11532,M,59,78,73,75,42,65.4
Stud11533,F,49,57,98,67,94,73.0
Stud11534,M,85,41,66,56,76,64.8
Stud11535,F,89,36,58,70,90,68.6
Stud11536,F,54,59,80,43,68,60.8
Stud11537,F,76,49,78,65,72,68.0
Stud11538,M,48,84,55,37,70,58.8
Stud11539,M,60,46,96,75,50,65.4
Stud11540,M,81,42,57,35,97,62.4
Stud11541,M,64,52,77,67,98,71.6
Stud11542,F,80,88,76,36,60,68.0
Stud11543,F,88,43,72,86,63,70.4
Stud11544,F,37,53,75,57,91,62.6
Stud11545,M,38,91,97,45,86,71.4
Stud11546,F,87,47,74,61,60,65.8
Stud11547,M,84,82,80,68,88,80.4
Stud11548,F,91,70,85,64,71,76.2
Stud11549,F,35,90,59,45,56,57.0
Stud11550,F,56,37,38,87,68,57.2
Stud11551,F,96,45,75,64,86,73.2
Stud11552,F,76,39,73,74,57,63.8
Stud11553,F,83,47,64,55,67,63.2
Stud11554,M,65,98,45,44,62,62.8
Stud11555,M,66,47,55,38,58,52.8
Stud11556,F,65,78,75,66,74,71.6
Stud11557,M,70,40,77,73,85,69.0
Stud11558,M,75,47,89,45,35,58.2
Stud11559,M,97,81,38,54,77,69.4
Stud11560,F,62,42,98,38,51,58.2
Stud11561,F,42,35,99,53,48,55.4
Stud11562,M,99,72,65,95,88,83.8
Stud11563,F,38,95,72,76,40,64.2
Stud11564,F,79,46,38,71,65,59.8
Stud11565,M,56,86,39,42,49,54.4
Stud11566,M,91,46,57,97,95,77.2
Stud11567,F,63,95,79,57,61,71.0
Stud11568,F,87,72,88,95,99,88.2
Stud11569,M,72,40,57,80,39,57.6
Stud11570,M,42,79,44,47,51,52.6
Stud11571,F,54,95,92,72,89,80.4
Stud11572,F,78,92,57,79,74,76.0
Stud11573,F,98,52,90,93,80,82.6
Stud11574,M,52,62,93,61,44,62.4
Stud11575,F,45,93,97,90,89,82.8
Stud11576,F,68,99,98,80,38,76.6
Stud11577,F,77,52,90,86,42,69.4
Stud11578,M,93,42,69,52,62,63.6
Stud11579,M,67,69,36,81,72,65.0
Stud11580,M,48,85,47,71,97,69.6
Stud11581,F,81,68,52,72,56,65.8
Stud11582,F,84,55,67,48,89,68.6
Stud11583,F,61,70,41,81,56,61.8
Stud11584,M,58,96,68,88,43,70.6
Stud11585,F,79,60,71,44,37,58.2
Stud11586,F,93,40,50,73,84,68.0
Stud11587,F,45,89,74,69,71,69.6
Stud11588,F,98,70,42,63,55,65.6
Stud11589,F,81,61,99,41,89,74.2
Stud11590,F,94,92,82,89,54,82.2
Stud11591,F,84,67,60,82,58,70.2
